BVN,EUR_USD,Crude_Oil,JPY_THB,NYSE,TenBond_THB,USD_THB,Y
7.87,1.15,80.93,0.29,17242.4,1.37,32.83,28800
7.65,1.15,80.66,0.29,17168.9,1.38,32.77,28700
7.52,1.16,81.41,0.29,17115.2,1.37,33.17,28600
7.43,1.16,84.53,0.29,17131.1,1.37,33.36,28250
7.03,1.16,81.13,0.29,17016.4,1.38,33.27,28400
7.33,1.16,79.37,0.29,17077,1.38,33.3,28250
7.77,1.16,83.07,0.29,16920.4,1.37,33.31,28100
7.88,1.16,83.87,0.29,17145.2,1.36,33.21,28150
8.06,1.17,83.09,0.29,17169.1,1.35,33.3,28150
8.32,1.16,82.25,0.29,17122.2,1.35,33.22,28250
8.69,1.16,84.39,0.29,17099.2,1.35,33.06,28050
9,1.16,83.72,0.29,16988.2,1.34,33.32,28150
8.85,1.16,83.98,0.29,16862,1.36,33.37,28200
8.76,1.17,83.58,0.29,16871.7,1.34,33.33,28150
9.05,1.16,83.34,0.29,16744.3,1.36,33.49,27950
8.81,1.16,82.37,0.29,16513.2,1.32,33.42,27900
8.29,1.16,82.6,0.29,16517.2,1.32,33.17,27950
8.18,1.16,81.48,0.29,16511.8,1.36,33.2,28150
8.26,1.16,80.59,0.29,16327.1,1.34,33.86,28050
7.69,1.16,80.5,0.3,16198.6,1.32,33.78,27800
7.47,1.16,79.59,0.3,16344.9,1.31,33.83,28050
6.73,1.16,78.86,0.3,16328.8,1.33,33.77,28100
6.78,1.16,79.04,0.3,16599.8,1.39,33.95,28100
6.86,1.16,77.58,0.3,16539.2,1.44,33.85,28150
7,1.17,74.78,0.3,16352.2,1.43,33.6,27750
7.19,1.17,74.38,0.3,16184.5,1.45,33.43,27800
7.21,1.17,75.43,0.3,16168.2,1.43,33.47,27800
7.43,1.17,74.19,0.3,16460.3,1.45,33.38,27700
7.33,1.17,71.97,0.31,16576.8,1.45,33.37,27950
7.25,1.17,70.85,0.3,16626.9,1.45,33.32,28050
7.07,1.17,70.59,0.3,16497.2,1.49,33.14,27800
6.92,1.18,71.92,0.3,16635.4,1.42,32.89,27550
6.71,1.18,72.62,0.3,16563.5,1.4,32.95,27550
7.14,1.18,72.65,0.3,16731,1.35,32.87,27900
7.32,1.18,70.76,0.3,16801.2,1.33,32.69,28050
7.15,1.18,70.64,0.3,16909.7,1.33,32.77,27800
7.3,1.18,69.74,0.3,16926.7,1.34,32.66,27650
7.28,1.18,69.36,0.3,16846,1.32,32.44,27650
7.35,1.19,68.37,0.3,16819.6,1.3,32.49,27850
7.31,1.19,69.11,0.3,16844.8,1.31,32.46,28000
7.58,1.19,69.76,0.3,16694.3,1.34,32.31,27800
7.59,1.18,68.29,0.29,16812.8,1.34,32.48,27750
7.74,1.18,69.18,0.3,16741.2,1.31,32.55,27750
7.33,1.18,69.3,0.3,16648.5,1.26,32.76,27900
6.96,1.18,67.75,0.3,16516.7,1.23,32.81,27750
7.07,1.18,68,0.3,16429.1,1.23,32.88,27700
6.84,1.18,67.63,0.3,16550.3,1.2,33.26,27950
6.31,1.17,65.54,0.3,16707.1,1.23,33.36,28200
6.44,1.17,61.96,0.3,16836.7,1.22,33.35,28050
6.79,1.17,64.05,0.3,16868.1,1.23,33.3,28050
7.22,1.17,64.58,0.3,16871.1,1.25,33.36,28050
7.43,1.17,66.58,0.3,16875.4,1.25,33.41,28000
7.4,1.18,67.43,0.31,16792.8,1.24,33.34,28150
7.3,1.18,67.71,0.3,16727,1.23,33.05,27950
7.34,1.17,68.91,0.3,16748.1,1.25,33.19,27450
7.26,1.17,68.51,0.3,16695.5,1.25,33.46,27300
7.37,1.17,66.85,0.3,16713.5,1.27,33.47,27450
7.52,1.17,67.88,0.3,16576.2,1.27,33.44,27450
7.7,1.18,69.14,0.3,16602.3,1.26,33.27,28350
8.56,1.18,70.32,0.3,16697.1,1.3,33.03,28250
8.51,1.19,71.52,0.3,16573.6,1.3,32.95,28150
8.35,1.19,73.91,0.3,16565.3,1.29,32.89,28200
8.61,1.19,73.41,0.3,16455.9,1.29,32.86,28300
8.87,1.19,72.4,0.3,16503.5,1.33,32.87,28150
8.66,1.18,72.22,0.3,16321.9,1.33,32.91,27900
8.41,1.18,71.71,0.3,16052.7,1.31,32.9,28000
8.73,1.18,70.22,0.3,16364.7,1.29,32.83,27900
8.36,1.18,66.45,0.3,16499.1,1.28,32.84,28000
8.2,1.18,66.6,0.3,16543.8,1.24,32.86,28100
8.52,1.18,71.49,0.3,16575.8,1.2,32.79,28100
8.61,1.18,71.48,0.3,16673.1,1.2,32.69,28200
8.52,1.18,72.96,0.3,16633.3,1.23,32.61,28100
8.43,1.18,75.17,0.3,16359.7,1.21,32.64,27850
8.29,1.18,74.18,0.3,16542.8,1.25,32.69,27850
8.48,1.19,74.74,0.3,16674.8,1.26,32.52,27800
8.54,1.19,73.26,0.29,16555.3,1.28,32.54,27800
8.83,1.18,73.85,0.3,16547.6,1.28,32.26,27450
9.18,1.18,75.35,0.29,16573.7,1.32,32.11,27250
9.17,1.19,73.5,0.29,16658.8,1.28,32.16,26750
8.78,1.19,73.47,0.29,16558.6,1.26,32.03,26700
9,1.19,72.78,0.29,16437.6,1.21,32.11,26850
9.33,1.19,73.99,0.29,16449,1.22,31.92,26750
9.35,1.19,73.32,0.29,16412,1.17,31.8,26700
9.43,1.19,73.28,0.29,16144,1.22,31.9,26750
9.49,1.19,72.91,0.29,16411.7,1.23,31.83,26700
9.31,1.19,73.41,0.29,16542.8,1.36,31.72,26650
9.27,1.19,71.52,0.29,16655.8,1.37,31.61,26400
9.58,1.19,71.1,0.29,16662.4,1.29,31.47,26450
9.61,1.19,71.65,0.29,16694.9,1.18,31.41,27000
10.29,1.19,72.45,0.28,16620,1.19,31.28,27300
10.68,1.2,71.16,0.28,16685.5,1.2,31.15,27350
10.66,1.21,70.65,0.28,16685.1,1.2,31.12,27450
10.59,1.21,69.76,0.28,16708.7,1.11,31.07,27700
11.16,1.21,70.01,0.28,16555.7,1.07,31.16,27800
11.26,1.22,69.29,0.28,16532,1.07,31.18,27900
11.66,1.22,69.52,0.29,16452,1.11,31.14,27750
11.12,1.22,68.91,0.28,16464.7,1.12,31.2,27500
11.09,1.22,66.68,0.28,16375,1.14,31.3,28100
11.33,1.22,66.95,0.28,16350.5,1.16,31.25,27950
11.12,1.22,66.16,0.29,16233.3,1.13,31.34,27950
11.59,1.22,66.02,0.29,16337.7,1.11,31.38,27700
11.36,1.22,63.87,0.29,16423,1.1,31.37,27900
11.77,1.22,61.89,0.29,16415.4,1.13,31.41,27700
11.69,1.22,63.39,0.29,16181.6,1.09,31.43,27700
11.77,1.22,65.28,0.29,16043,1.11,31.49,27700
11.22,1.22,66.33,0.29,16516.8,1.11,31.36,27700
11.37,1.21,65.5,0.29,16590.4,1.12,31.36,27400
10.78,1.21,63.83,0.29,16289.3,1.19,31.29,26950
10.43,1.21,65.75,0.29,16325.2,1.22,31.11,26900
9.8,1.21,64.9,0.29,16219.3,1.25,31.09,26900
9.77,1.22,65.57,0.29,16376,1.29,31.18,26850
9.9,1.2,64.9,0.29,16322.1,1.26,31.13,26700
9.68,1.21,66.45,0.29,16273.3,1.27,31.16,26200
9.84,1.2,64.88,0.28,16241.2,1.27,31.19,26050
9.84,1.21,63.7,0.29,16206,1.23,31.35,26350
10.09,1.21,63.04,0.29,16030.6,1.28,31.35,26250
10.13,1.21,61.97,0.29,16121.6,1.38,31.43,26350
9.95,1.21,62.06,0.29,15944.6,1.38,31.42,26350
10.48,1.21,61.65,0.29,16107.6,1.4,31.39,26500
10.49,1.2,61.11,0.29,16186.3,1.41,31.32,26500
10.45,1.2,62.39,0.29,16116.9,1.42,31.28,26300
10.6,1.2,63.47,0.29,15886.6,1.44,31.23,26050
10.81,1.2,62.98,0.29,15838.9,1.47,31.21,26150
10.28,1.2,63.32,0.29,15870.3,1.45,31.17,25950
10.15,1.2,59.52,0.29,15601.7,1.64,31.37,25700
10.18,1.19,61.5,0.29,15626.1,1.62,31.35,25500
10.1,1.18,59.49,0.28,15611.9,1.55,31.22,25200
10,1.18,60.45,0.28,15682.5,1.47,31.25,24900
10.16,1.17,61.96,0.28,15410.4,1.46,31.31,25200
10.27,1.17,60.93,0.28,15276.6,1.47,31.2,25450
10.13,1.18,58.48,0.28,15346.5,1.49,31.12,25450
10.39,1.18,60.8,0.28,15551.6,1.52,31.15,25400
10.77,1.18,57.4,0.29,15562.3,1.41,31.01,25300
11.06,1.18,61.28,0.29,15589.1,1.5,31,25300
11.02,1.19,61.55,0.29,15731.1,1.77,30.87,25300
10.84,1.19,59.56,0.28,15669.3,1.59,30.82,25250
10.84,1.19,64.42,0.28,15775.5,1.25,30.89,25350
11.01,1.19,64.75,0.28,15715.2,1.32,30.7,25150
11.49,1.2,65.33,0.28,15648,1.2,30.76,25100
11.02,1.19,65.56,0.28,15521.8,1.03,30.74,25050
11.38,1.19,65.96,0.28,15288.4,1.03,30.72,24850
11.5,1.2,64.7,0.28,15251.8,0.98,30.55,25000
11.47,1.2,64.73,0.28,15277,0.89,30.69,24600
11.09,1.19,66.68,0.28,15327.8,0.89,30.81,24700
11.06,1.18,64.16,0.28,15539.4,0.96,30.52,24400
11.63,1.19,59.55,0.28,15359.1,1,30.25,24800
11.26,1.21,60.23,0.28,15340.5,1.01,30.23,24550
11.38,1.2,63.39,0.28,15362.7,1.1,30.05,25500
10.89,1.22,61.29,0.28,15290.6,1.08,30.03,25650
10.34,1.22,62.16,0.29,15402.6,1.08,30,25600
10.24,1.22,58.88,0.29,15423,1.05,29.97,25300
10.24,1.21,60.2,0.28,15370.2,1.07,30.01,25100
10.23,1.21,61.68,0.28,15297.1,1.09,30,25250
9.98,1.2,60.24,0.28,15273.9,1.1,29.95,25400
10.26,1.21,59.98,0.28,15226.6,1.1,29.9,25700
10.22,1.21,58.4,0.28,15069.6,1.15,29.87,25950
10.51,1.21,58.11,0.29,14768.6,1.13,29.91,25950
10.83,1.21,57.06,0.29,14596.2,1.15,29.99,25700
11.28,1.2,55.96,0.28,14669.5,1.22,30.08,25900
10.87,1.2,55.05,0.28,14487.7,1.26,30.01,26100
10.23,1.2,53.48,0.29,14867.4,1.29,29.99,26300
10.14,1.21,52.15,0.29,14935.3,1.28,29.98,26100
10.28,1.21,52.65,0.29,14951.8,1.21,30.01,26050
10.5,1.21,52.76,0.29,15019,1.28,29.97,26100
10.49,1.22,52.91,0.29,15097.3,1.33,29.99,26250
11,1.21,52.17,0.29,14987.3,1.35,29.99,26250
11.07,1.22,53.1,0.29,14894.2,1.3,29.93,26350
11.01,1.22,52.93,0.29,15044.4,1.3,29.97,26400
11.06,1.21,53.13,0.29,14983.6,1.35,29.99,26150
11.31,1.21,52,0.29,15010.3,1.36,30.12,26150
11.11,1.21,53.8,0.29,14938,1.38,29.99,26200
11.09,1.22,52.84,0.29,14788.8,1.35,30.02,26150
11.9,1.22,53.31,0.29,14536.5,1.36,30.05,26350
11.91,1.22,52.18,0.29,14524.8,1.4,30.15,26300
12.62,1.22,52.58,0.29,14397.9,1.44,29.94,26050
12.22,1.23,50.53,0.29,14405.8,1.43,29.92,27100
12.28,1.23,49.82,0.29,14382.5,1.46,29.99,27500
12.48,1.22,48.4,0.29,14398.6,1.47,30.06,27050
12.22,1.22,48.13,0.29,14321.3,1.45,30.18,26650
12.08,1.22,47.72,0.29,14378.9,1.43,30.03,26650
12.55,1.22,48.23,0.29,14467.8,1.43,30.2,26900
12.72,1.22,48.09,0.29,14516.7,1.41,30.22,26750
13.01,1.22,46.79,0.29,14408.9,1.39,30.09,26550
13.12,1.22,47.93,0.29,14402.3,1.4,29.83,26700
12.62,1.22,48.54,0.29,14214.9,1.41,29.79,26800
11.84,1.23,48.43,0.29,14355.3,1.35,30.03,26450
12.38,1.22,47.85,0.29,14394.3,1.38,30.05,26350
12.52,1.22,47.6,0.29,14374.1,1.41,30.1,26250
12.35,1.21,46.99,0.29,14217.2,1.5,30.08,26000
11.85,1.21,46.73,0.29,14188.2,1.5,30.07,26100
11.66,1.21,45.66,0.29,14146.6,1.5,30.08,26500
10.84,1.21,44.99,0.29,14198.5,1.49,30.21,26050
10.55,1.21,44.38,0.29,14191.6,1.54,30.25,25850
10.96,1.21,45.34,0.29,14249.5,1.57,30.34,25500
11.08,1.2,45.9,0.29,13998.2,1.59,30.29,25900
11.61,1.19,44.82,0.29,13827,1.56,30.34,25950
11.6,1.19,42.84,0.29,13863.2,1.59,30.35,26250
11.36,1.18,42.46,0.29,13808.6,1.58,30.3,26750
11.54,1.19,41.7,0.29,13949.1,1.61,30.37,26700
11.18,1.19,41.61,0.29,13982.2,1.59,30.31,26800
11,1.19,41.35,0.29,13761.3,1.55,30.16,26800
11.67,1.19,41.44,0.29,13551.5,1.54,30.2,26900
12.06,1.19,40.17,0.29,13708,1.61,30.17,27000
12.36,1.18,40.94,0.29,13218.7,1.61,30.22,26850
12.76,1.18,41.47,0.29,13199.1,1.59,30.36,26700
12.67,1.18,41.79,0.29,12979,1.64,30.63,26900
12.61,1.19,37.34,0.29,12662.2,1.64,30.76,28200
12.43,1.18,38.54,0.3,12429.3,1.68,30.99,28150
12.8,1.17,39.17,0.3,12502.3,1.69,31.12,27900
12.5,1.16,37.03,0.3,12415.4,1.68,31.16,27800
12.88,1.17,35.24,0.3,12817.9,1.7,31.22,27650
12.8,1.17,36.07,0.3,12936.4,1.71,31.27,27600
12.92,1.17,37.39,0.3,13199.9,1.7,31.23,27700
12.87,1.18,38.97,0.3,13040.1,1.67,31.27,28100
12.79,1.18,38.59,0.3,13092.2,1.69,31.32,28150
12.16,1.19,39.69,0.3,13018.5,1.74,31.19,28100
12.54,1.19,40.04,0.3,13169.3,1.73,31.23,28200
12.21,1.18,41.22,0.3,13137.2,1.73,31.2,28200
12.12,1.18,40.65,0.3,13143.2,1.73,31.18,28000
12.55,1.17,40.69,0.3,13212,1.73,31.22,28000
12.5,1.17,40.88,0.3,13190.6,1.73,31.15,28050
12.44,1.17,41.13,0.3,13042.3,1.74,31.27,27900
12.09,1.17,40.19,0.3,12837.9,1.71,31.21,27900
12.45,1.18,40.4,0.3,12949.6,1.61,31.24,28200
12.37,1.18,41.31,0.3,12701.9,1.63,31.25,28000
12.08,1.17,39.99,0.29,12602.6,1.6,31.3,27800
12.16,1.18,39.83,0.29,12677.5,1.56,31.61,27800
12.24,1.17,39.35,0.3,12485.4,1.55,31.62,28200
11.8,1.17,38.6,0.3,12293.9,1.58,31.67,28300
11.35,1.17,39.9,0.3,12314.6,1.59,31.65,28150
11.95,1.16,39.16,0.3,12630.5,1.59,31.59,28300
11.85,1.17,40.58,0.3,12575.2,1.55,31.57,28200
11.97,1.17,40.07,0.3,12617.5,1.55,31.39,27800
12.15,1.17,40.15,0.3,12937.6,1.57,31.3,27750
12.02,1.18,39.6,0.3,12866.2,1.6,31.12,27800
11.8,1.18,39.76,0.3,13013.5,1.58,31.19,28200
12.53,1.18,39.63,0.3,13011,1.55,31.1,28300
12.61,1.18,40.98,0.3,12868.3,1.55,31.19,28550
13.08,1.19,40.97,0.3,12780,1.55,31.3,28650
13.25,1.19,40.19,0.3,12924.5,1.54,31.31,28650
13.04,1.18,38.35,0.3,12806.2,1.52,31.31,28800
13.86,1.18,37.28,0.3,13022.5,1.51,31.26,28850
13.76,1.18,37.32,0.29,13253.8,1.49,31.41,28750
14.24,1.18,37.01,0.29,13032,1.49,31.4,28750
13.72,1.18,37.8,0.29,13134.4,1.47,31.4,28650
13.62,1.19,36.79,0.3,13115.4,1.49,31.34,28550
13.73,1.19,41.63,0.3,13066.1,1.49,31.08,28750
13.05,1.19,42.83,0.3,13006.2,1.5,31.1,29000
13.17,1.19,42.91,0.3,13029.9,1.5,31.3,28800
13.67,1.18,42.98,0.29,12905,1.52,31.27,28550
13.5,1.18,43.45,0.29,12782.1,1.52,31.46,28650
13.19,1.18,43.39,0.29,12751.3,1.53,31.49,28550
13.48,1.18,42.36,0.3,12931.1,1.49,31.57,28750
14,1.18,42.48,0.3,12967.9,1.51,31.41,28750
13.53,1.19,42.75,0.3,12942.3,1.53,31.28,28850
13.22,1.18,42.74,0.3,12864.7,1.57,31.15,28750
12.69,1.19,42.6,0.3,12914.7,1.56,31.15,29300
12.55,1.19,42.79,0.3,12984.9,1.59,31.13,29250
13.35,1.18,42.24,0.3,12797.8,1.59,31.05,28450
13.08,1.18,42.33,0.29,12655.7,1.62,31.09,28550
13,1.18,42.57,0.29,12708.5,1.64,31.13,28300
12.71,1.17,41.5,0.29,12713.7,1.63,31.21,29800
11.59,1.18,41.97,0.29,12548.9,1.71,31.12,30250
12.49,1.19,42.19,0.29,12509.3,1.69,31.03,29750
12.17,1.19,41.56,0.29,12491.5,1.55,31.04,29350
12.47,1.18,40.78,0.3,12533.5,1.53,31.19,28950
10.78,1.18,40.34,0.29,12488.7,1.48,31.38,28900
10.84,1.18,41.32,0.29,12567.2,1.46,31.43,29000
10.82,1.18,41.13,0.29,12508.7,1.48,31.48,28950
10.6,1.17,41.06,0.29,12492.1,1.46,31.72,28100
9.52,1.16,41.95,0.3,12413.1,1.46,31.62,27750
9.18,1.16,41.54,0.3,12395.8,1.45,31.59,27550
9.22,1.15,40.65,0.3,12310.2,1.43,31.79,27150
9.35,1.14,40.64,0.3,12377.6,1.46,31.7,27050
9.14,1.14,40.72,0.3,11989.4,1.47,31.71,26900
9.52,1.14,40.97,0.3,12159.8,1.59,31.54,26950
9.55,1.14,40.55,0.3,11935.3,1.54,31.54,26850
9.43,1.14,39.6,0.3,12023.6,1.55,31.4,26700
9.2,1.13,40.35,0.3,12056.2,1.54,31.32,26600
9.24,1.13,39.58,0.3,12088.7,1.5,31.23,26600
9.13,1.13,40.87,0.29,11907.8,1.41,31.23,26550
8.93,1.13,40.48,0.29,11736.8,1.46,31.11,26450
8.92,1.13,40.68,0.29,11683.1,1.53,31.04,26150
9.06,1.13,39.78,0.29,11796.4,1.51,30.91,25900
9.2,1.12,39.84,0.29,11680.4,1.48,30.89,26000
9.36,1.12,39.64,0.29,11956.3,1.58,30.91,25800
9.45,1.12,37.96,0.29,12157.4,1.72,30.91,25750
9.05,1.12,39.09,0.29,11963.3,1.72,30.87,25700
8.62,1.13,38.05,0.29,12240.3,1.77,30.94,25650
8.37,1.13,39.99,0.29,11994.5,1.82,30.96,25750
8.54,1.13,40.68,0.29,12193.4,1.9,30.98,25600
8.91,1.12,39.18,0.29,12304.1,1.89,31.1,25600
8.14,1.12,38.85,0.29,11565.8,1.9,31.14,25300
8.95,1.12,37.74,0.29,12090.1,1.92,31.13,25350
8.61,1.13,37.93,0.29,12616.6,1.96,31.02,25350
9.11,1.13,37.05,0.29,12734.5,1.99,30.97,25300
8.15,1.12,36.03,0.29,12175.1,2,31.13,25300
8.3,1.14,39.09,0.29,11900.2,1.94,31.31,25250
7.92,1.13,38.5,0.29,11799.9,1.98,31.49,25350
8.22,1.13,39.41,0.29,11751,1.99,31.55,25150
8.3,1.12,37.33,0.29,11935.9,1.99,31.66,25500
7.95,1.11,36.76,0.29,11787.6,2,31.84,25500
8.08,1.11,35.56,0.29,11636.5,2,31.88,25950
8.17,1.11,35.21,0.29,11325.1,1.99,31.92,26000
8.26,1.1,33.68,0.29,11393.9,2.02,31.88,25750
8.15,1.1,32.1,0.29,11408.6,2,31.97,25700
8.66,1.09,34.14,0.3,11374.2,2.05,31.85,25700
8.57,1.09,33.3,0.3,11282.9,2.01,31.82,26000
8.2,1.1,33.95,0.3,10927.4,1.98,31.93,25900
7.9,1.09,33.53,0.3,10661.9,2.05,32.01,26100
8.02,1.09,31.89,0.3,11035.2,2.13,32.07,26150
8.34,1.08,32.83,0.3,11244.2,2.19,32.1,26100
8.33,1.08,29.53,0.3,11281.3,2.17,32.08,26400
8.45,1.08,27.64,0.3,11196.9,2.17,32.1,26050
8.49,1.08,25.56,0.3,11189,2.17,32.2,25800
7.76,1.08,25.3,0.3,11473.2,2.16,32.35,25700
7.15,1.08,24.49,0.3,11546.4,2.21,32.37,25800
7.17,1.08,23.35,0.3,11462.4,2.16,32.39,25950
7.3,1.09,21.24,0.3,11106,2.18,32.41,25800
7.86,1.09,15.64,0.3,11000.7,2.18,32.47,25950
7.74,1.08,13.35,0.3,10961.2,2.17,32.47,25950
7.43,1.08,12.96,0.3,10920,2.16,32.44,25900
7.15,1.08,16.84,0.3,10763.7,2.16,32.34,26150
7.61,1.08,16.78,0.3,11016.9,2.18,32.37,26150
7.28,1.08,14.2,0.3,11101.3,2.25,32.52,25900
7.21,1.09,13.12,0.3,10882.8,2.25,32.51,25700
7.61,1.09,14,0.3,10862,2.26,32.49,25800
8,1.09,17.73,0.3,11151.2,2.24,32.68,25600
7.45,1.08,20,0.3,11136.6,2.26,32.7,25900
7.49,1.09,20.15,0.3,10641.5,2.32,32.66,26000
7.22,1.1,20.72,0.3,10264.1,2.3,32.7,25900
7,1.09,22.36,0.3,10012.5,2.38,32.69,26050
7.25,1.09,24.6,0.3,9815.3,2.42,32.73,25500
6.92,1.09,26.28,0.3,10387.7,2.42,33.03,25150
7.24,1.08,24.3,0.3,10238.1,2.43,32.94,25200
7.93,1.09,24.81,0.3,10135.7,2.43,33.11,24850
8.52,1.1,21.22,0.3,10060.5,2.43,32.67,24650
7.69,1.1,20.23,0.3,9749.8,2.46,32.54,24700
7.6,1.11,20.93,0.31,9276.6,2.48,32.63,24700
7.51,1.1,23.29,0.31,9014.6,2.47,32.75,24500
7.6,1.09,24.25,0.3,9577.9,2.47,32.76,24250
6.44,1.08,24.37,0.3,9313.8,2.44,32.83,24500
7.62,1.07,23.87,0.3,9562.5,2.46,32.7,24350
6.44,1.07,22.52,0.3,9726.2,2.45,32.6,23150
5.12,1.07,24.73,0.29,10852,2.48,32.61,22700
6.87,1.09,22.3,0.3,10445.4,2.47,32.16,22900
7.88,1.1,26.94,0.3,10466.7,2.47,32.15,23350
9.68,1.12,28.69,0.29,11523.9,2.46,31.84,22600
9.91,1.11,33.75,0.3,11748.6,2.46,31.76,23200
11.35,1.12,30.77,0.3,12696.6,2.51,31.5,23650
10.92,1.13,33.07,0.3,12845.1,2.48,31.43,24350
11.36,1.13,34.62,0.3,12441.4,2.48,31.42,24600
11.91,1.13,32.87,0.3,12547.2,2.46,31.42,25150
12.42,1.12,46.09,0.3,12841.4,2.48,31.49,24900
11.83,1.11,46.94,0.3,13194.3,2.47,31.53,24350
12.17,1.1,47.72,0.3,13570.2,2.49,31.68,23750
12.73,1.1,43.7,0.29,13654,2.49,31.85,23650
12.52,1.09,46.49,0.29,14014.6,2.48,31.75,24450
12.39,1.09,48.63,0.29,14061,2.48,31.7,24750
12.17,1.09,50.08,0.29,14077.5,2.49,31.64,24650
12.35,1.08,51.37,0.29,14047.9,2.51,31.45,24700
12.58,1.08,52.6,0.29,14104.8,2.46,31.21,24850
12.63,1.08,53.74,0.29,14069.2,2.45,31.21,24150
12.55,1.08,53.5,0.28,14117.8,2.46,31.19,23700
12.41,1.08,52.12,0.28,13984.5,2.45,31.15,23500
12.61,1.08,52.23,0.28,13904,2.48,31.12,23300
12.77,1.09,51.51,0.28,13987.5,2.5,31.27,23100
12.98,1.09,51.72,0.28,14066.9,2.5,31.33,23050
12.95,1.09,49.96,0.28,13826.1,2.54,31.32,23050
12.94,1.1,49.61,0.28,13655.9,2.5,31.14,23100
12.89,1.1,51.11,0.28,13783.8,2.47,30.99,23000
12.79,1.1,51.17,0.29,13745.2,2.41,31.08,22750
12.29,1.11,49.94,0.29,13912.8,2.43,31.21,23100
12.71,1.11,51.01,0.28,13812.6,2.45,31.1,23300
13.24,1.1,52.92,0.28,13746.6,2.42,30.97,23100
13.06,1.1,53.09,0.29,14120,2.5,30.83,23100
13.45,1.1,53.97,0.29,14064.3,2.49,30.71,22750
13.3,1.1,52.77,0.29,14147.9,2.59,30.58,22900
13.4,1.1,53.7,0.28,14126.1,2.55,30.51,22850
13.55,1.11,55.69,0.28,14168.1,2.55,30.4,22450
13.75,1.11,56.11,0.28,14103.5,2.56,30.41,22300
13.9,1.11,58.26,0.28,14022.3,2.54,30.36,22250
13.27,1.11,59.17,0.28,14024.2,2.53,30.38,22400
13.89,1.11,58.59,0.28,13980.5,2.54,30.31,22300
14.1,1.12,58.1,0.28,14018.1,2.52,30.26,22200
14.12,1.11,58.2,0.28,13974.1,2.52,30.21,22100
14.47,1.11,58.03,0.28,13911.2,2.54,30.24,22000
14.88,1.11,59.04,0.28,13856.7,2.57,30.28,22200
15.13,1.11,59.61,0.28,13951.3,2.56,30.37,22100
15.26,1.11,59.99,0.27,13976.9,2.56,30.17,22300
15.06,1.12,62.91,0.28,13911.2,2.51,30.17,22150
14.77,1.12,63.71,0.28,13903,2.5,30.17,22400
14.66,1.12,61.71,0.28,13906.9,2.48,30.18,21500
14.81,1.11,61.73,0.28,13831.7,2.5,30.17,21450
14.86,1.11,61.2,0.28,13801.7,2.5,30.18,21350
14.68,1.11,60.63,0.28,13805.2,2.51,30.2,21150
14.61,1.11,60.41,0.27,13795.1,2.47,30.21,21050
15.17,1.11,61.11,0.28,13781.6,2.5,30.24,21050
14.92,1.11,60.86,0.28,13711.2,2.47,30.26,21050
14.87,1.12,60.55,0.28,13587.7,2.45,30.23,21050
14.79,1.11,60.23,0.28,13554.1,2.45,30.21,21050
14.8,1.11,59.87,0.28,13570.5,2.45,30.17,21000
15.08,1.11,59.36,0.28,13515.5,2.46,30.27,20900
15.07,1.11,58.88,0.28,13408.1,2.44,30.33,21000
15.31,1.11,59.06,0.28,13363.7,2.41,30.35,20900
15.35,1.11,59.11,0.28,13554.3,2.4,30.38,20900
14.94,1.11,58.32,0.28,13595.9,2.43,30.27,21100
15.15,1.11,56.43,0.28,13577.5,2.43,30.28,21100
15.14,1.11,55.96,0.28,13532.6,2.41,30.23,20850
14.96,1.1,55.47,0.28,13471.5,2.41,30.24,20800
15,1.1,58.13,0.28,13412.3,2.43,30.23,20750
14.82,1.1,58.27,0.28,13420.3,2.42,30.24,20800
14.84,1.1,57.92,0.28,13460.3,2.45,30.21,20750
15.13,1.1,57.92,0.28,13489.8,2.44,30.22,20850
14.83,1.11,58.31,0.28,13488.5,2.42,30.2,20900
14.89,1.11,57,0.28,13432.8,2.42,30.2,20950
15.08,1.11,55.16,0.28,13385,2.47,30.21,20950
15.26,1.11,56.9,0.28,13387.6,2.47,30.26,20900
15.5,1.11,57.88,0.28,13392,2.51,30.21,20900
15.3,1.1,56.91,0.28,13347.3,2.5,30.25,20900
15.47,1.1,57.39,0.28,13376.9,2.48,30.34,20850
15.38,1.1,56.79,0.28,13339.8,2.49,30.35,20850
15.7,1.1,56.89,0.28,13321.2,2.52,30.38,20850
15.26,1.1,57.4,0.28,13231.2,2.53,30.3,21000
14.81,1.11,56.35,0.28,13239.4,2.55,30.26,21300
14.13,1.11,57.26,0.28,13215.9,2.56,30.19,21250
14.04,1.12,56.41,0.28,13170.9,2.6,30.18,21500
13.98,1.12,54.15,0.28,13183.9,2.52,30.22,21450
14.21,1.12,54.9,0.28,13106.2,2.49,30.26,21300
13.86,1.11,55.53,0.28,13119.6,2.39,30.24,21250
14.18,1.11,55.8,0.28,13097,2.38,30.18,21300
14.79,1.11,56.65,0.28,13019.2,2.51,30.27,21450
14.48,1.11,56.07,0.28,13032.5,2.44,30.29,21400
14.34,1.11,55.9,0.28,13030.5,2.41,30.27,21300
14.19,1.12,53.39,0.28,12997.5,2.41,30.32,21200
14.16,1.11,53.71,0.28,12897,2.44,30.32,21300
14.29,1.11,54.09,0.28,12688.6,2.46,30.37,21300
14.68,1.11,52.99,0.28,12622.5,2.51,30.44,21350
14.75,1.1,52.92,0.28,12816.2,2.5,30.42,21300
14.44,1.1,53.51,0.28,12689.9,2.57,30.34,21400
